5044119690418 20.6 10.4  0.619900-99.9-99.9-99.9-99.9 8.3 7611.3 69  8.8  24 19.213.4 3.1
5044119690419 19.8  9.9  0.009900-99.9-99.9-99.9-99.9 5.5 5012.1 79  9.8  47 37.610.2 3.8
5044119690420 16.0  6.8  0.009900-99.9-99.9-99.9-99.9 8.4 7710.7 79  8.0   7  5.613.3 1.3
5044119690421 20.1  4.5  0.009900-99.9-99.9-99.9-99.9 9.0 8310.8 80  8.1  12  9.613.9 1.6
5044119690422 21.6  5.5  0.009900-99.9-99.9-99.9-99.9 6.5 6013.6 81 11.5   2  1.611.0 1.0
5044119690423 23.0  7.4  0.009900-99.9-99.9-99.9-99.9 8.0 7415.3 86 13.3  23 18.412.6 1.6
5044119690424 23.7 12.4  0.009900-99.9-99.9-99.9-99.9 8.0 7517.5 86 15.4  28 22.412.5 2.2
5044119690425 24.3 12.4  0.009900-99.9-99.9-99.9-99.9 6.8 6413.7 77 11.6  11  8.811.1 2.1
5044119690426 25.7  9.2  0.009900-99.9-99.9-99.9-99.9 7.0 6616.0 73 14.0   0  0.011.2 1.2
5044119690427 23.4  8.9  0.419900-99.9-99.9-99.9-99.9 8.0 7512.6 77 10.4  10  8.012.1 1.8
5044119690428 19.5  9.7  0.519900-99.9-99.9-99.9-99.9 8.0 7612.8 80 10.6  20 16.012.0 1.9
5044119690429 18.7  7.9  2.019900-99.9-99.9-99.9-99.9 3.3 3111.6 75  9.2  38 30.4 7.0 2.6
5044119690430 16.1  4.4 33.519900-99.9-99.9-99.9-99.9 1.5 1410.1 78  7.1  25 20.0 5.1 1.5
5044119690501 17.4  8.9  0.009900-99.9-99.9-99.9-99.9 2.3 2212.9 88 10.7  28 22.4 5.9 1.5
5044119690502 15.1  3.4  3.019900-99.9-99.9-99.9-99.9 0.0  011.1 88  8.5  38 30.4 3.5 0.8
5044119690503 12.6  5.4  0.009900-99.9-99.9-99.9-99.9 6.0 58 9.2 81  5.8  23 18.4 9.5 1.3
5044119690504 16.1  2.4  0.009900-99.9-99.9-99.9-99.9 5.0 4810.3 78  7.4  58 46.4 8.4 1.6
5044119690505 15.1  7.5  0.009900-99.9-99.9-99.9-99.9 1.8 1711.9 90  9.5  33 26.4 5.2 1.2
5044119690506 23.6  6.4  0.009900-99.9-99.9-99.9-99.9 8.0 7813.9 69 11.9  46 36.811.3 2.5
5044119690507 20.6  9.8  0.009900-99.9-99.9-99.9-99.9 6.7 6512.5 81 10.3  44 35.2 9.9 3.2
5044119690508 17.5  1.0  0.009900-99.9-99.9-99.9-99.9 8.4 8211.1 88  8.5  15 12.011.5 0.5
5044119690509 25.5  8.9  0.009900-99.9-99.9-99.9-99.9 7.5 7417.4 81 15.3  32 25.610.5 1.6
5044119690510 25.1 11.1  8.819900-99.9-99.9-99.9-99.9 8.5 8417.8 84 15.7  27 21.611.4 1.7
5044119690511 19.1  8.9  0.009900-99.9-99.9-99.9-99.9 0.0  012.6 78 10.4  53 42.4 3.2 2.9
5044119690512 18.9  4.6  0.009900-99.9-99.9-99.9-99.9 8.5 8410.8 74  8.1  35 28.011.2 1.8
5044119690513 21.4  4.9  0.009900-99.9-99.9-99.9-99.9 8.4 8311.8 77  9.4  32 25.611.0 1.8
5044119690514 22.1  9.9  0.009900-99.9-99.9-99.9-99.9 6.5 6513.5 75 11.4  15 12.0 9.2 1.5
5044119690515 20.2  8.2  2.019900-99.9-99.9-99.9-99.9 1.6 1614.5 83 12.5   8  6.4 4.5 0.7
5044119690516 22.3 11.9104.419900-99.9-99.9-99.9-99.9 1.5 1518.2 90 16.0   6  4.8 4.4 0.7
5044119690517 19.1 13.4 23.719900-99.9-99.9-99.9-99.9 0.0  017.7 94 15.6  35 28.0 3.0 0.8
5044119690518 14.6  9.3  0.009900-99.9-99.9-99.9-99.9 1.4 1412.3 92 10.0  15 12.0 4.2 0.8
5044119690519 17.4 10.4  0.009900-99.9-99.9-99.9-99.9 0.1  114.6 92 12.6  11  8.8 3.0 0.7
5044119690520 14.8  5.9  0.009900-99.9-99.9-99.9-99.9 8.3 84 9.6 80  6.4  23 18.410.4 1.3
5044119690521 14.8  3.4  0.009900-99.9-99.9-99.9-99.9 7.5 76 8.6 72  4.8  17 13.6 9.6 1.1
5044119690522 14.1  0.9  0.009900-99.9-99.9-99.9-99.9 4.3 44 9.3 87  5.9  12  9.6 6.7 0.4
5044119690523 15.7  1.0  0.419900-99.9-99.9-99.9-99.9 6.8 69 9.8 86  6.7   0  0.0 8.8 0.2
5044119690524 16.1  7.9  0.419900-99.9-99.9-99.9-99.9 0.6  612.8 90 10.6  19 15.2 3.3 0.7
5044119690525 15.3  6.5  0.009900-99.9-99.9-99.9-99.9 2.2 2312.0 91  9.7  16 12.8 4.7 0.6
5044119690526 12.1  4.7  0.009900-99.9-99.9-99.9-99.9 0.3  310.9 97  8.2   0  0.0 3.0 0.3
5044119690527 16.1  6.4  0.009900-99.9-99.9-99.9-99.9 3.0 3110.9 82  8.2  24 19.2 5.3 1.2
5044119690528 19.1  3.4  0.009900-99.9-99.9-99.9-99.9 7.7 7910.9 88  8.2   6  4.8 9.3 0.5
5044119690529 13.8  5.9  8.019900-99.9-99.9-99.9-99.9 0.0  013.7 99 11.6   3  2.4 2.7 0.3
5044119690530 15.1  8.6  0.819900-99.9-99.9-99.9-99.9 2.3 2412.5 94 10.3   6  4.8 4.6 0.5
5044119690531 13.4  6.4  6.419900-99.9-99.9-99.9-99.9 0.5  510.8 91  8.1  43 34.4 3.1 1.2
5044119690601 13.3  8.2  0.519900-99.9-99.9-99.9-99.9 3.8 40 9.6 77  6.4  43 34.4 5.9 2.3
5044119690602 12.1  6.4  3.019900-99.9-99.9-99.9-99.9 0.4  411.8 97  9.4  25 20.0 3.0 0.3
5044119690603 13.3  8.6  0.419900-99.9-99.9-99.9-99.9 0.0  012.0 92  9.7  15 12.0 2.6 0.6
5044119690604 12.4  4.3  0.009900-99.9-99.9-99.9-99.9 0.0  010.0 83  7.0   1  0.8 2.6 0.4
5044119690605 10.6  5.9  0.009900-99.9-99.9-99.9-99.9 0.0  0 9.1 85  5.6   6  4.8 2.6 0.6
