5026319640331 15.0  4.0  0.009900 -2.7-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640401 19.0  5.0  0.009900  3.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640402 19.0  8.9  0.009900  6.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640403 15.0  9.0  0.009900  7.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640404 15.0  2.0  0.009900  0.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640405 15.0  3.0  2.019900  1.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640406 19.0  5.0  0.009900  3.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640407 20.0  6.0  2.019900  4.7-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640408-99.9  6.9  0.009900  6.6-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640409 16.0  9.0  0.009900  7.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640410 16.0  8.0  0.009900  6.7-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640411 23.0  9.0  0.009900  7.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640412 21.0  7.0  0.009900  5.6-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640413 21.0 10.0  0.009900  8.6-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640414 27.0 10.0  0.009900  8.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640415 15.0  5.0  2.019900  3.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640416 12.0  3.0  0.009900  1.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640417 19.0  5.0  0.009900  3.7-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640418 16.0  4.0  0.009900  2.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640419 20.0  1.0  0.009900 -0.3-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640420 19.0 10.0  0.009900 -8.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640421 17.0  5.0  0.009900 -3.7-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640422 17.0 10.0  0.009900 -8.7-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640423 17.0  1.0  0.009900 -0.2-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640424 16.0  3.0  0.009900  1.7-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640425 14.0  6.0  0.009900  4.7-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640426 16.0  6.0  0.009900  4.7-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640427 15.0 -1.0  0.009900 -1.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640428 15.0  2.0  0.009900  0.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640429 12.0  5.0  0.009900  3.3-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640430 10.0  7.0  0.009900  5.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640501 12.0  5.7  0.009900  4.7-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640502 18.0  5.0  0.009900  3.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640503 18.0  7.0  0.009900  5.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640504 20.0  6.0  0.009900  4.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640505 17.0 12.9  1.019900 12.5-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640506 12.8  2.0  0.009900  0.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640507 12.0  0.0  0.009900 -1.2-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640508 14.0  0.0  0.009900 -1.2-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640509 11.0 -1.0  0.009900 -1.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640510 13.0  5.0  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640511 13.0  0.0  0.009900 -1.0-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640512 20.0  2.0  0.009900 -0.4-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640513 28.0 12.0  0.009900 10.3-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640514 17.0  5.7  3.019900  9.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640515  8.0  3.6  2.019900  4.0-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640516  8.0  5.0  6.019900  3.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640517 10.0  5.0  8.019900  3.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640518 11.0  3.9  2.019900  2.3-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640519 14.0 -3.9  0.009900 -5.2-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640520 14.0  4.0  0.009900  2.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640521 13.0  4.0  0.009900  2.7-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640522 14.0  5.0  0.009900  3.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640523 20.0  8.0  0.009900  6.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640524 19.0  8.8  0.009900  7.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640525 13.0  5.0  0.009900  3.6-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640526 10.0  1.0  0.009900 -0.2-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640527 12.0 -3.0  0.009900 -4.5-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640528 12.0 -2.0  0.009900 -3.1-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640529 14.0  8.0  0.009900  6.6-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640530 14.0  8.0  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640531 10.0  5.0  2.019900  4.0-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640601 13.0  1.0  0.009900 -1.3-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640602 10.2  4.0  0.009900  2.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640603 13.0  4.0  0.009900  3.3-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640604 12.0  1.0  0.009900 -2.1-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640605 10.0 -1.1  0.009900 -2.2-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640606 10.0  4.0  0.009900  2.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640607 12.2  7.9  0.009900  6.3-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640608  8.0  1.9  0.009900 -0.2-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640609  7.9 -2.0  0.009900 -3.6-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640610 13.0  2.0  0.009900  0.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640611  6.0 -2.3  0.009900  1.7-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640612  5.0 -3.0  0.009900 -4.3-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640613  7.3  3.0  0.009900  1.7-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640614  6.0  2.0  2.319900  2.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640615  6.0  1.0  0.009900 -0.2-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640616  6.0 -4.1  0.009900 -4.7-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640617  7.0 -4.0  0.009900 -5.1-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640618  8.0 -1.1  1.019900 -2.2-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640619  5.0  0.1  0.009901 -1.5-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640620  3.0 -4.0  0.009900 -5.2-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640621  9.0 -3.0  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640622  7.0 -1.0  0.009900 -2.3-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640623  5.0 -2.2  0.009900 -2.7-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640624  4.0 -4.0  0.009900 -5.5-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640625  5.0 -6.4  1.019900 -7.1-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640626  6.1  1.0  3.019900 -1.5-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640627  7.0  3.0  0.009900  1.3-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640628  7.0  0.0  0.009900 -1.4-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640629  9.0  0.0  2.019900 -1.4-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640630  8.0  3.9  0.009900  2.6-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640701  9.0  3.4  0.009900  2.7-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640702  9.0  0.0  0.009900 -1.2-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640703  8.0  3.0  0.009900  1.7-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640704  7.1  2.0  0.009900  0.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640705  9.0  1.9  0.009900  0.7-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640706-99.9  2.0  0.009900  0.6-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640707  9.0  1.8  0.009900  0.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640708 11.0  0.0  0.009900  0.6-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640709 15.0  5.0  0.009900  3.5-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640710 14.0  6.0  0.009900  4.3-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640711 13.0  5.8  0.009900  4.6-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640712 15.0  3.0  0.009900  1.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640713 15.0  4.0  0.009900  2.7-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640714 10.0  4.0  0.009900  2.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640715 10.0  2.0  0.009900  0.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640716  9.0  0.9  0.009900 -0.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640717 14.0-99.9  0.009900  5.6-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640718 10.0  0.0  0.009900 -1.2-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640719 11.0 -3.0  0.009900 -4.7-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640720  7.0 -1.0  0.009900 -2.0-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640721  8.0  4.0 17.019900  2.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640722  8.0  3.7  0.009900  2.7-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640723  7.0  2.9  0.009900  1.7-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640724 13.0  3.0  0.009900  1.7-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640725 16.0  2.0  0.009900  1.3-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640726-99.9  3.9  0.009900  2.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640727 12.0  3.0  0.009900  1.3-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640728 13.2  0.0  0.009900 -1.2-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640729 11.0 -1.0  0.009900 -2.2-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640730 12.0  1.0  0.009900  0.6-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640731 11.0  1.0  0.009900 -2.1-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319640801 14.0  1.8  1.019900 -0.3-99.9-99.9-99.9-9.9 99 7.8 73  3.4  33 26.4-9.9-9.9
5026319640802 12.0  2.0  0.009900  0.7-99.9-99.9-99.9-9.9 99 8.9 84  5.3  11  8.8-9.9-9.9
5026319640803  9.9  0.0  0.009900 -1.2-99.9-99.9-99.9-9.9 99 6.8 84  1.5   8  6.4-9.9-9.9
5026319640804  9.0  4.0  0.009900  2.8-99.9-99.9-99.9-9.9 99 8.3 85  4.3  30 24.0-9.9-9.9
5026319640805 16.0  4.0  0.009900  2.8-99.9-99.9-99.9-9.9 99 7.5 63  2.9   0  0.0-9.9-9.9
5026319640806 18.0  3.0  0.009900  1.7-99.9-99.9-99.9-9.9 99 8.9 58  5.3  15 12.0-9.9-9.9
5026319640807 11.8  6.0  0.009900  5.0-99.9-99.9-99.9-9.9 99 8.2 85  4.1  19 15.2-9.9-9.9
5026319640808 14.0 -2.0  0.009900 -3.2-99.9-99.9-99.9-9.9 99 7.9 69  3.6  11  8.8-9.9-9.9
5026319640809 15.0  2.0  0.009900  0.8-99.9-99.9-99.9-9.9 99 6.8 63  1.5   0  0.0-9.9-9.9
5026319640810 16.0  5.0  0.009900  3.7-99.9-99.9-99.9-9.9 99 7.9 58  3.6  33 26.4-9.9-9.9
5026319640811 15.0-99.9  0.009900  5.9-99.9-99.9-99.9-9.9 99 8.9 78  5.3  18 14.4-9.9-9.9
5026319640812 24.0  6.0  0.009900  4.7-99.9-99.9-99.9-9.9 99 9.7 65  6.5  14 11.2-9.9-9.9
5026319640813 15.0  0.0  0.009900 -1.2-99.9-99.9-99.9-9.9 99 6.6 78  1.1  10  8.0-9.9-9.9
5026319640814  9.0 -1.0  0.009900 -2.1-99.9-99.9-99.9-9.9 99 4.8 62 -3.3  13 10.4-9.9-9.9
5026319640815  8.1 -3.1  0.009900 -4.2-99.9-99.9-99.9-9.9 99 6.2 74  0.2  11  8.8-9.9-9.9
5026319640816  7.0 -1.5  7.019900 -2.5-99.9-99.9-99.9-9.9 99 5.7 75 -1.0   0  0.0-9.9-9.9
5026319640817  9.0  0.0  0.009900 -1.5-99.9-99.9-99.9-9.9 99 5.7 80 -1.0  11  8.8-9.9-9.9
5026319640818  5.0  0.0  1.019901 -1.5-99.9-99.9-99.9-9.9 99 6.5 89  0.9  22 17.6-9.9-9.9
5026319640819  6.0  0.0  0.009900 -2.1-99.9-99.9-99.9-9.9 99 6.3 84  0.4  37 29.6-9.9-9.9
5026319640820 10.0 -2.0  0.009900 -3.1-99.9-99.9-99.9-9.9 99 7.3 79  2.5  16 12.8-9.9-9.9
5026319640821 10.0  2.0  0.009900  0.8-99.9-99.9-99.9-9.9 99 6.2 71  0.2  26 20.8-9.9-9.9
5026319640822 15.0 -1.0  0.009900 -2.1-99.9-99.9-99.9-9.9 99 6.2 53  0.2  11  8.8-9.9-9.9
5026319640823 15.0  3.0  0.009900  1.6-99.9-99.9-99.9-9.9 99 8.5 68  4.6  37 29.6-9.9-9.9
5026319640824 15.0  4.0  0.009900  2.9-99.9-99.9-99.9-9.9 99 9.6 75  6.4  27 21.6-9.9-9.9
5026319640825 10.0  3.0  0.009900  1.9-99.9-99.9-99.9-9.9 99 7.0 65  1.9  27 21.6-9.9-9.9
5026319640826  8.2  3.0  0.009900  1.9-99.9-99.9-99.9-9.9 99 6.8 79  1.5  19 15.2-9.9-9.9
5026319640827  6.2 -1.0  4.019900 -2.2-99.9-99.9-99.9-9.9 99 7.0 89  1.9  33 26.4-9.9-9.9
5026319640828 16.0  5.0  1.019900  3.8-99.9-99.9-99.9-9.9 99 9.5 88  6.2  15 12.0-9.9-9.9
5026319640829 15.0  2.0  0.009900  0.9-99.9-99.9-99.9-9.9 99 6.3 61  0.4  19 15.2-9.9-9.9
5026319640830 14.0  6.0  0.009900  4.7-99.9-99.9-99.9-9.9 99 5.2 46 -2.2  19 15.2-9.9-9.9
5026319640831  6.7  0.6  0.519901  1.0-99.9-99.9-99.9-9.9 99 6.6 85  1.1  19 15.2-9.9-9.9
5026319640901  8.0 -2.0  0.009900 -3.2-99.9-99.9-99.9-9.9 99 6.3 80  0.4  11  8.8-9.9-9.9
5026319640902 13.0 -1.0  0.009900 -2.3-99.9-99.9-99.9-9.9 99 6.7 74  1.3  30 24.0-9.9-9.9
5026319640903 16.0  2.0  2.019900  0.9-99.9-99.9-99.9-9.9 99 7.7 57  3.2  30 24.0-9.9-9.9
5026319640904  4.0  0.0  0.009900 -1.2-99.9-99.9-99.9-9.9 99 5.7 81 -1.0  35 28.0-9.9-9.9
5026319640905  4.6  0.0  4.019900 -1.2-99.9-99.9-99.9-9.9 99 5.8 75 -0.7   4  3.2-9.9-9.9
5026319640906  5.0  2.7  8.019900  1.8-99.9-99.9-99.9-9.9 99 7.4 94  2.7  24 19.2-9.9-9.9
5026319640907  6.0  0.0  7.519900 -1.2-99.9-99.9-99.9-9.9 99 6.2 88  0.2  31 24.8-9.9-9.9
5026319640908  6.0  3.9  0.009900  2.8-99.9-99.9-99.9-9.9 99 6.2 77  0.2   6  4.8-9.9-9.9
5026319640909  6.0  1.0  0.009900 -2.0-99.9-99.9-99.9-9.9 99 6.1 78  0.0  19 15.2-9.9-9.9
5026319640910  7.3 -1.0  0.009900 -1.7-99.9-99.9-99.9-9.9 99 7.1 83  2.1  37 29.6-9.9-9.9
5026319640911 10.0  5.0  0.009900  3.9-99.9-99.9-99.9-9.9 99 9.2 91  5.8  27 21.6-9.9-9.9
5026319640912 19.0  5.0  0.009900  3.8-99.9-99.9-99.9-9.9 99 7.8 51  3.4  19 15.2-9.9-9.9
5026319640913 19.0  6.0  0.009900  3.8-99.9-99.9-99.9-9.9 99 7.3 59  2.5   3  2.4-9.9-9.9
5026319640914 18.3  5.0  0.009900  3.7-99.9-99.9-99.9-9.9 99 8.3 58  4.3  11  8.8-9.9-9.9
5026319640915 19.5  5.0  0.009900  3.5-99.9-99.9-99.9-9.9 99 7.7 54  3.2  16 12.8-9.9-9.9
5026319640916 10.0  3.0  0.009900  1.7-99.9-99.9-99.9-9.9 99 8.6 86  4.8   6  4.8-9.9-9.9
5026319640917 19.0  4.0  0.009900  2.8-99.9-99.9-99.9-9.9 99 7.5 48  2.9  74 59.2-9.9-9.9
5026319640918 19.0  5.0  0.009900  3.8-99.9-99.9-99.9-9.9 99 7.2 56  2.3  19 15.2-9.9-9.9
5026319640919 19.0  5.0  0.009900  3.6-99.9-99.9-99.9-9.9 99 6.5 48  0.9  16 12.8-9.9-9.9
5026319640920 16.0 10.0  0.009900  8.7-99.9-99.9-99.9-9.9 99 6.7 53  1.3   0  0.0-9.9-9.9
5026319640921 10.0  2.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.5 77  4.6   0  0.0-9.9-9.9
5026319640922 24.0  6.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.0 60  5.4   9  7.2-9.9-9.9
5026319640923 13.0  7.7  0.009900  8.7-99.9-99.9-99.9-9.9 99 9.2 71  5.8  16 12.8-9.9-9.9
5026319640924 11.0  6.7  0.009900  6.3-99.9-99.9-99.9-9.9 99 8.9 86  5.3  16 12.8-9.9-9.9
5026319640925 10.0  5.0  0.009900  3.7-99.9-99.9-99.9-9.9 99 8.4 83  4.5   5  4.0-9.9-9.9
5026319640926 19.0  3.0  0.009900  1.0-99.9-99.9-99.9-9.9 99 8.9 61  5.3  22 17.6-9.9-9.9
5026319640927 10.0  3.0  0.009900  2.0-99.9-99.9-99.9-9.9 99 6.8 67  1.5   0  0.0-9.9-9.9
5026319640928  8.0  4.0  0.009900  2.8-99.9-99.9-99.9-9.9 99 8.1 86  3.9  31 24.8-9.9-9.9
5026319640929 13.0  4.5  0.009900  3.7-99.9-99.9-99.9-9.9 9910.0 85  7.0  37 29.6-9.9-9.9
5026319640930  6.2  3.4 10.019900  3.8-99.9-99.9-99.9-9.9 99 8.2 90  4.1  10  8.0-9.9-9.9
5026319641001  8.0  3.0  0.009900  1.7-99.9-99.9-99.9-9.9 99 7.5 85  2.9   2  1.6-9.9-9.9
5026319641002  8.0  4.0  0.009900  2.6-99.9-99.9-99.9-9.9 99 7.8 84  3.4  20 16.0-9.9-9.9
5026319641003 15.0  2.0  0.009900  1.7-99.9-99.9-99.9-9.9 99 9.3 83  5.9  11  8.8-9.9-9.9
5026319641004  7.9  4.0  0.009900  2.7-99.9-99.9-99.9-9.9 99 8.3 85  4.3   8  6.4-9.9-9.9
5026319641005 10.0  6.0  0.009900  4.3-99.9-99.9-99.9-9.9 99 9.1 81  5.6  61 48.8-9.9-9.9
5026319641006 10.0  5.0  0.009900  3.7-99.9-99.9-99.9-9.9 99 9.0 81  5.4  44 35.2-9.9-9.9
5026319641007 12.0  5.0  0.009900  3.9-99.9-99.9-99.9-9.9 99 9.5 82  6.2  41 32.8-9.9-9.9
5026319641008 14.0  9.0  0.009900  8.8-99.9-99.9-99.9-9.9 9910.1 78  7.1  43 34.4-9.9-9.9
5026319641009 13.4  9.0  0.009900  7.8-99.9-99.9-99.9-9.9 9910.3 80  7.4  61 48.8-9.9-9.9
5026319641010 13.0  6.0  0.009900  4.7-99.9-99.9-99.9-9.9 99 8.0 76  3.8  51 40.8-9.9-9.9
5026319641011 10.0  5.0 20.019900  3.5-99.9-99.9-99.9-9.9 99 9.6 79  6.4   8  6.4-9.9-9.9
5026319641012 22.1  5.0  0.009900  3.7-99.9-99.9-99.9-9.9 99 9.6 56  6.4   0  0.0-9.9-9.9
5026319641013 15.0  8.0  3.019900  6.7-99.9-99.9-99.9-9.9 9910.8 84  8.1   9  7.2-9.9-9.9
5026319641014 18.0  6.0  0.009900  4.7-99.9-99.9-99.9-9.9 9911.3 80  8.8  12  9.6-9.9-9.9
5026319641015 14.0  6.0  0.009900  4.7-99.9-99.9-99.9-9.9 99 8.6 63  4.8  17 13.6-9.9-9.9
5026319641016 14.0  8.0  0.009900  6.8-99.9-99.9-99.9-9.9 99 8.6 66  4.8   0  0.0-9.9-9.9
5026319641017 13.0  6.0  1.019900  4.7-99.9-99.9-99.9-9.9 9910.0 76  7.0  56 44.8-9.9-9.9
5026319641018 12.0  8.0  1.019900  6.3-99.9-99.9-99.9-9.9 9910.1 82  7.1  27 21.6-9.9-9.9
5026319641019 13.0  4.0  0.009900  2.9-99.9-99.9-99.9-9.9 99 9.3 78  5.9   9  7.2-9.9-9.9
5026319641020 13.0  5.0  0.009900  3.9-99.9-99.9-99.9-9.9 99 9.6 78  6.4  16 12.8-9.9-9.9
5026319641021 11.3  7.0  0.009900  6.2-99.9-99.9-99.9-9.9 9910.0 89  7.0  23 18.4-9.9-9.9
5026319641022 13.0  6.0  0.009900  4.7-99.9-99.9-99.9-9.9 9910.3 85  7.4  16 12.8-9.9-9.9
5026319641023 15.0  7.0  0.009900  5.9-99.9-99.9-99.9-9.9 99 9.9 68  6.8   1  0.8-9.9-9.9
5026319641024 18.1  6.0  0.009900  4.8-99.9-99.9-99.9-9.9 99 6.9 46  1.7  33 26.4-9.9-9.9
5026319641025 23.0  7.0  0.009900  5.7-99.9-99.9-99.9-9.9 99 6.5 32  0.9  52 41.6-9.9-9.9
5026319641026 15.0  7.0  0.009900  5.7-99.9-99.9-99.9-9.9 99 8.1 63  3.9  52 41.6-9.9-9.9
5026319641027 15.0  6.0  0.009900  4.8-99.9-99.9-99.9-9.9 99 8.9 72  5.3  42 33.6-9.9-9.9
5026319641028 15.1  8.0  0.419900  7.1-99.9-99.9-99.9-9.9 99 7.2 52  2.3  72 57.6-9.9-9.9
