5026819590719  0.5 -7.9  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9   0  0.0-9.9-9.9
5026819590720  1.5 -3.9  0.919900-99.9-99.9-99.9-99.9-9.9 99 5.6 99 -1.2   0  0.0-9.9-9.9
5026819590721  5.0 -2.5  0.719900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9   1  0.8-9.9-9.9
5026819590722 11.7  1.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.4 74 -1.7  11  8.8-9.9-9.9
5026819590723 10.1  1.7  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.9 72 -3.0   9  7.2-9.9-9.9
5026819590724  6.9  0.6  5.319900-99.9-99.9-99.9-99.9-9.9 99 5.1 84 -2.5   0  0.0-9.9-9.9
5026819590725  5.6  0.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.4 95 -1.7   1  0.8-9.9-9.9
5026819590726 11.0 -0.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.5 78 -1.4   0  0.0-9.9-9.9
5026819590727  8.0  1.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.4 86 -1.7   1  0.8-9.9-9.9
5026819590728  9.3 -0.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.3 68 -4.7  23 18.4-9.9-9.9
5026819590729 14.9  7.7  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.0 47 -2.7  48 38.4-9.9-9.9
5026819590730 14.4  6.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.1 59 -2.5  21 16.8-9.9-9.9
5026819590731 12.0  4.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.5 53 -4.1  22 17.6-9.9-9.9
5026819590801  9.6  3.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.0 55 -5.7  29 23.2-9.9-9.9
5026819590802  9.2 -5.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.7 75 -6.7   3  2.4-9.9-9.9
5026819590803  9.0 -3.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.5 78 -4.1   4  3.2-9.9-9.9
5026819590804  9.0 -1.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.2 52 -8.6  14 11.2-9.9-9.9
5026819590805 12.9  0.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.0 49 -5.7  36 28.8-9.9-9.9
5026819590806 15.0  3.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.3 58 -1.9  34 27.2-9.9-9.9
5026819590807 14.0  7.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.1 45 -5.4  48 38.4-9.9-9.9
