5283220211030-99.9-99.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 49-99.9 -99-99.9-9.9-9.9
5283220211031 35.4 17.9  0.009999-99.9-99.9-99.9-99.9-9.9 9919.0 57 16.7 -99-99.9-9.9-9.9
5283220220216 38.9 14.0  0.009999-99.9-99.9-99.9-99.9-9.9 9915.9 39 13.9 -99-99.9-9.9-9.9
5283220220217 33.1 18.2  0.009999-99.9-99.9-99.9-99.9-9.9 9921.1 65 18.2 -99-99.9-9.9-9.9
5283220220218 32.8 14.9  0.009999-99.9-99.9-99.9-99.9-9.9 9919.1 60 16.7 -99-99.9-9.9-9.9
5283220220219 36.0 17.0  0.009999-99.9-99.9-99.9-99.9-9.9 9919.6 54 17.1 -99-99.9-9.9-9.9
5283220220220 30.3 18.4  0.009999-99.9-99.9-99.9-99.9-9.9 9921.0 73 18.2 -99-99.9-9.9-9.9
5283220220221 31.8 13.8  0.009999-99.9-99.9-99.9-99.9-9.9 9917.6 61 15.4 -99-99.9-9.9-9.9
5283220220222 33.2 15.7  0.009999-99.9-99.9-99.9-99.9-9.9 9918.2 54 16.0 -99-99.9-9.9-9.9
5283220220223 33.3 13.8  1.819999-99.9-99.9-99.9-99.9-9.9 9917.4 52 15.3 -99-99.9-9.9-9.9
5283220220224 26.0 18.7 15.019999-99.9-99.9-99.9-99.9-9.9 9921.5100 18.4 -99-99.9-9.9-9.9
5283220220225 31.3 16.9  0.219999-99.9-99.9-99.9-99.9-9.9 9925.1 83 21.0 -99-99.9-9.9-9.9
5283220220226 33.3 22.7  2.019999-99.9-99.9-99.9-99.9-9.9 9930.5 84 24.3 -99-99.9-9.9-9.9
5283220220227 31.8 22.4 17.819999-99.9-99.9-99.9-99.9-9.9 9929.3 88 23.6 -99-99.9-9.9-9.9
5283220220228 28.6 18.7  0.219999-99.9-99.9-99.9-99.9-9.9 9922.6 80 19.1 -99-99.9-9.9-9.9
5283220220301 29.7  9.3  0.009999-99.9-99.9-99.9-99.9-9.9 9915.2 68 13.1 -99-99.9-9.9-9.9
5283220220302 33.5 12.4  0.009999-99.9-99.9-99.9-99.9-9.9 9918.7 62 16.3 -99-99.9-9.9-9.9
5283220220303 34.5 15.5 36.219999-99.9-99.9-99.9-99.9-9.9 9919.8 59 17.3 -99-99.9-9.9-9.9
5283220220304 25.7 20.3 54.219999-99.9-99.9-99.9-99.9-9.9 9925.8 99 21.5 -99-99.9-9.9-9.9
5283220220305 22.8 20.9 46.519999-99.9-99.9-99.9-99.9-9.9 9926.4100 22.0 -99-99.9-9.9-9.9
5283220220306 28.5 21.0 24.519999-99.9-99.9-99.9-99.9-9.9 9927.8 94 22.8 -99-99.9-9.9-9.9
5283220220307 25.9 16.0  0.009999-99.9-99.9-99.9-99.9-9.9 9921.4 91 18.4 -99-99.9-9.9-9.9
5283220220308 27.6 11.0  1.019999-99.9-99.9-99.9-99.9-9.9 9917.9 74 15.6 -99-99.9-9.9-9.9
5283220220309 20.1 16.5 37.019999-99.9-99.9-99.9-99.9-9.9 9920.9100 18.2 -99-99.9-9.9-9.9
