5283020130104 34.1 18.2  2.819999-99.9 17.5-99.9-99.9-9.9 9924.9 66 20.9   6  4.6-9.9-9.9
5283020130105 29.1 21.7  0.009999-99.9 21.3-99.9-99.9-9.9 9927.4 87 22.6   8  6.5-9.9-9.9
5283020130106 31.4 17.7  0.009999-99.9 17.0-99.9-99.9-9.9 9926.0 84 21.6   4  3.3-9.9-9.9
5283020130107 32.8 20.7  1.019999-99.9 20.2-99.9-99.9-9.9 9928.0 99 22.9   3  2.7-9.9-9.9
5283020130108 32.3 19.7  0.009999-99.9 19.0-99.9-99.9-9.9 9927.4 80 22.5   2  1.9-9.9-9.9
5283020130109 34.4 20.3  0.009999-99.9 19.5-99.9-99.9-9.9 9925.7 65 21.5   3  2.8-9.9-9.9
5283020130110 32.8 20.2  0.009999-99.9 19.6-99.9-99.9-9.9 9920.2 49 17.6   6  4.5-9.9-9.9
5283020130111 32.2 18.3  0.009999-99.9 18.0-99.9-99.9-9.9 9918.1 50 15.8   7  5.4-9.9-9.9
5283020130112 31.2 18.6  0.009999-99.9 18.3-99.9-99.9-9.9 9918.5 55 16.3   6  4.9-9.9-9.9
5283020130113 31.1 18.9  0.009999-99.9 18.2-99.9-99.9-9.9 9917.0 52 14.9   6  4.8-9.9-9.9
5283020130114 32.1 17.5  0.009999-99.9 16.8-99.9-99.9-9.9 9919.7 57 17.2   4  3.4-9.9-9.9
5283020130115 33.3 18.0  0.009999-99.9 16.7-99.9-99.9-9.9 9920.6 57 17.9   6  4.5-9.9-9.9
5283020130116 34.3 20.0 35.819999-99.9 19.5-99.9-99.9-9.9 9923.2 58 19.8   3  2.4-9.9-9.9
5283020130117 30.9 21.2  0.009999-99.9 21.1-99.9-99.9-9.9 9925.9 85 21.7   6  4.5-9.9-9.9
5283020130118 31.1 18.9  0.009999-99.9 18.4-99.9-99.9-9.9 9923.6 69 20.1   4  3.4-9.9-9.9
5283020130119 29.5 19.1  0.009999-99.9 18.2-99.9-99.9-9.9 9922.4 66 19.2   6  5.0-9.9-9.9
5283020130120 29.1 17.3  0.009999-99.9 16.9-99.9-99.9-9.9 9917.7 60 15.6   8  6.5-9.9-9.9
5283020130121 29.7 17.3  0.009999-99.9 16.7-99.9-99.9-9.9 9918.0 59 15.9   8  6.2-9.9-9.9
5283020130122 32.6 19.4  0.009999-99.9 18.9-99.9-99.9-9.9 9920.4 63 17.8   7  5.4-9.9-9.9
5283020130123 35.3 18.8  8.219999-99.9 18.2-99.9-99.9-9.9 9924.9 64 21.0   3  2.7-9.9-9.9
5283020130124 33.2 20.4  0.009999-99.9 19.8-99.9-99.9-9.9 9926.8 81 22.2   7  5.7-9.9-9.9
5283020130125 27.0 17.3  0.009999-99.9 16.1-99.9-99.9-9.9 9915.6 62 13.2  10  7.7-9.9-9.9
5283020130126 27.8  9.0  0.009999-99.9  8.0-99.9-99.9-9.9 9912.6 54 10.4   2  1.9-9.9-9.9
5283020130127 31.7 12.3  0.009999-99.9 11.7-99.9-99.9-9.9 9916.2 53 14.1   4  3.5-9.9-9.9
5283020130128 34.5 14.2  0.009999-99.9 13.6-99.9-99.9-9.9 9918.5 54 16.2   3  2.5-9.9-9.9
