5282420061107-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5282420061214-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5282420101110-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5282420101229 31.1 14.6-99.999999-99.9-99.9-99.9-99.9-9.9 9919.7 83 17.1 -99-99.9-9.9-9.9
5282420101230 33.1 13.8-99.999999-99.9-99.9-99.9-99.9-9.9 9920.0 70 17.3 -99-99.9-9.9-9.9
5282420101231 32.5 19.1-99.999999-99.9-99.9-99.9-99.9-9.9 9920.5 62 17.7 -99-99.9-9.9-9.9
5282420110101 32.0 15.0-99.999999-99.9-99.9-99.9-99.9-9.9 9920.5 72 17.8 -99-99.9-9.9-9.9
5282420110102 29.8 14.7-99.999999-99.9-99.9-99.9-99.9-9.9 9921.3 74 18.3 -99-99.9-9.9-9.9
5282420110103 29.7 18.7-99.999999-99.9-99.9-99.9-99.9-9.9 9922.0 76 18.9 -99-99.9-9.9-9.9
5282420110104 29.6 18.0-99.999999-99.9-99.9-99.9-99.9-9.9 9922.9 84 19.6 -99-99.9-9.9-9.9
5282420110105 29.4 19.8-99.999999-99.9-99.9-99.9-99.9-9.9 9924.8 87 20.9 -99-99.9-9.9-9.9
5282420110106 23.9 18.4-99.999999-99.9-99.9-99.9-99.9-9.9 9923.4 99 20.0 -99-99.9-9.9-9.9
5282420110107 30.3 16.6-99.999999-99.9-99.9-99.9-99.9-9.9 9918.2 64 15.8 -99-99.9-9.9-9.9
5282420110108 32.3 16.1-99.999999-99.9-99.9-99.9-99.9-9.9 9920.7 76 17.8 -99-99.9-9.9-9.9
5282420110109 23.8 15.5-99.999999-99.9-99.9-99.9-99.9-9.9 9921.4 96 18.5 -99-99.9-9.9-9.9
5282420110110 29.0 12.2-99.999999-99.9-99.9-99.9-99.9-9.9 9920.0 80 17.2 -99-99.9-9.9-9.9
5282420110111 31.3 16.5-99.999999-99.9-99.9-99.9-99.9-9.9 9923.0 79 19.6 -99-99.9-9.9-9.9
5282420110112 31.9 18.0-99.999999-99.9-99.9-99.9-99.9-9.9 9921.3 67 18.3 -99-99.9-9.9-9.9
5282420110113 33.9 17.2-99.999999-99.9-99.9-99.9-99.9-9.9 9920.4 59 17.6 -99-99.9-9.9-9.9
5282420110114 26.2 16.7-99.999999-99.9-99.9-99.9-99.9-9.9 9916.2 75 13.8 -99-99.9-9.9-9.9
5282420110115 29.6 10.0-99.999999-99.9-99.9-99.9-99.9-9.9 9916.6 67 14.1 -99-99.9-9.9-9.9
5282420110116 21.5 16.5-99.999999-99.9-99.9-99.9-99.9-9.9 9920.8100 17.9 -99-99.9-9.9-9.9
5282420110117 28.1  9.9-99.999999-99.9-99.9-99.9-99.9-9.9 9912.4 50  9.8 -99-99.9-9.9-9.9
5282420110118 30.0 12.3-99.999999-99.9-99.9-99.9-99.9-9.9 9914.0 45 11.7 -99-99.9-9.9-9.9
5282420110119 28.8 16.6-99.999999-99.9-99.9-99.9-99.9-9.9 9919.7 81 17.0 -99-99.9-9.9-9.9
5282420110120 29.2 10.4-99.999999-99.9-99.9-99.9-99.9-9.9 9913.7 43 11.4 -99-99.9-9.9-9.9
5282420110121 29.6 14.4-99.999999-99.9-99.9-99.9-99.9-9.9 9914.9 46 12.8 -99-99.9-9.9-9.9
5282420110122 32.1 15.5-99.999999-99.9-99.9-99.9-99.9-9.9 9920.4 68 17.7 -99-99.9-9.9-9.9
5282420110123 33.7 17.2-99.999999-99.9-99.9-99.9-99.9-9.9 9922.0 70 18.8 -99-99.9-9.9-9.9
5282420110124 34.6 18.1-99.999999-99.9-99.9-99.9-99.9-9.9 9924.0 69 20.4 -99-99.9-9.9-9.9
