5047519710314 22.2 11.1  4.719900 14.2-99.9-99.9-99.9 0.0  014.6 96 12.6   4  3.2 6.5 1.7
5047519710315 15.9 10.5  0.009900 10.6-99.9-99.9-99.9 0.0  012.8 84 10.6   4  3.2 6.5 1.4
5047519710316 23.0  6.3  0.009900  4.3-99.9-99.9-99.9 8.7 7113.3 77 11.2  10  8.020.5 3.2
5047519710317 25.0  9.8  0.009900  8.1-99.9-99.9-99.9 7.9 6515.3 76 13.3  11  8.819.1 3.5
5047519710318 27.8 12.3  0.009900 11.1-99.9-99.9-99.910.0 8218.2 73 16.0  14 11.222.4 4.3
5047519710319 22.5 17.7  2.119900 17.4-99.9-99.9-99.9 0.0  019.1 85 16.8   7  5.6 6.3 1.8
5047519710320 23.2 16.8  6.119900 16.7-99.9-99.9-99.9 3.1 2618.8 82 16.5  11  8.811.3 2.6
5047519710321 23.6 16.2  1.119900 16.4-99.9-99.9-99.9 1.0  818.6 86 16.4   9  7.2 7.9 2.1
5047519710322 25.1 17.0 15.019900 16.7-99.9-99.9-99.9 4.9 4119.8 82 17.3  14 11.214.0 3.2
5047519710323 20.4 14.6  1.119900 14.7-99.9-99.9-99.9 0.0  016.5 90 14.5  11  8.8 6.2 1.8
5047519710324 19.2 14.5  0.009900 14.4-99.9-99.9-99.9 0.2  216.9 89 14.9   5  4.0 6.5 1.5
5047519710325 25.2 11.8  0.009900 10.8-99.9-99.9-99.9 6.2 5216.7 81 14.7   5  4.015.8 2.8
5047519710326 23.2 12.2  0.009900 10.5-99.9-99.9-99.9 6.7 5615.7 81 13.7   6  4.816.5 2.9
5047519710327 26.2 12.4  0.009900 10.8-99.9-99.9-99.9 9.5 8017.5 80 15.4   8  6.420.8 3.6
5047519710328 27.3 13.3  0.009900 11.8-99.9-99.9-99.9 9.8 8219.3 79 16.9   5  4.021.2 3.6
5047519710329 27.1 16.3  0.009900 15.4-99.9-99.9-99.9 5.3 4522.0 84 19.0  10  8.014.2 2.9
