5055719711009 15.5  7.3  0.009999-99.9-99.9-99.9-99.912.8 99-9.9-99-99.9   7  6.223.4-9.9
5055719711010 12.9  4.8  0.009999-99.9-99.9-99.9-99.912.8 99-9.9-99-99.9   8  6.623.7-9.9
5055719711011 14.5  1.8  0.009999-99.9-99.9-99.9-99.912.9 99-9.9-99-99.9   6  5.623.9-9.9
5055719711012 22.6 -2.1  0.009999-99.9-99.9-99.9-99.912.9 99-9.9-99-99.9   4  3.424.1-9.9
5055719711013 29.0  4.8  0.009999-99.9-99.9-99.9-99.913.0 99-9.9-99-99.9  11  8.824.3-9.9
5055719711014 24.2 16.3  0.009999-99.9-99.9-99.9-99.913.0 99-9.9-99-99.9  17 13.724.5-9.9
5055719711015 21.5  0.2  0.009999-99.9-99.9-99.9-99.913.1 99-9.9-99-99.9  20 16.124.7-9.9
5055719711016 20.7  4.4  0.009999-99.9-99.9-99.9-99.913.1 99-9.9-99-99.9  11  9.424.9-9.9
5055719711017 29.2  5.2  0.009999-99.9-99.9-99.9-99.913.1 99-9.9-99-99.9   5  4.725.1-9.9
5055719711018 29.7  8.2  0.009999-99.9-99.9-99.9-99.913.2 99-9.9-99-99.9   8  6.625.3-9.9
5055719711019 22.7 13.4  0.009999-99.9-99.9-99.9-99.913.2 99-9.9-99-99.9   9  7.625.5-9.9
5055719711020 24.6  6.8  0.009999-99.9-99.9-99.9-99.913.3 99-9.9-99-99.9  12 10.325.7-9.9
5055719711021 24.0  8.8  0.009999-99.9-99.9-99.9-99.913.3 99-9.9-99-99.9   7  6.325.9-9.9
5055719711022 23.5  9.7  2.319999-99.9-99.9-99.9-99.913.4 99-9.9-99-99.9   7  6.126.1-9.9
5055719711023 29.5  9.4  0.009999-99.9-99.9-99.9-99.913.4 99-9.9-99-99.9   8  7.026.3-9.9
5055719711024 32.1 11.8  0.009999-99.9-99.9-99.9-99.913.5 99-9.9-99-99.9   5  4.726.5-9.9
5055719711025 33.0 13.8  0.009999-99.9-99.9-99.9-99.913.5 99-9.9-99-99.9  11  9.226.7-9.9
5055719711026 28.9  8.7  0.009999-99.9-99.9-99.9-99.913.6 99-9.9-99-99.9  11  8.926.8-9.9
5055719711027 21.6  9.7  0.009999-99.9-99.9-99.9-99.913.6 99-9.9-99-99.9   7  6.227.0-9.9
5055719711028 29.0  7.3  0.009999-99.9-99.9-99.9-99.913.7 99-9.9-99-99.9  11  9.527.2-9.9
5055719711029 22.0  8.0  0.009999-99.9-99.9-99.9-99.913.7 99-9.9-99-99.9   8  6.627.4-9.9
5055719711030 23.3 -0.3  0.009999-99.9-99.9-99.9-99.913.7 99-9.9-99-99.9   6  4.927.6-9.9
5055719711031 27.0  8.3  0.009999-99.9-99.9-99.9-99.913.8 99-9.9-99-99.9  21 16.927.8-9.9
5055719711101 29.9  3.8  0.009999  1.9-99.9-99.9-99.911.4 75 9.2 54  5.4   6  5.222.8 4.2
